172401351;1011;20260106;1200;CANCELADA
172401351;10110;20260110;1000;PENDIENTE
172401351;10110;20260115;1200;CANCELADA
172401351;10110;20260118;1600;PENDIENTE
172401361;11001;20260120;0900;CANCELADA
1720000164;1015;20240126;1200;PENDIENTE
1720000036;1095;20240414;0900;PENDIENTE
1720000009;1004;20240405;1100;PENDIENTE
1720000155;1004;20250728;1100;PENDIENTE
1720000180;1070;20250305;1130;PENDIENTE
1720000072;1001;20240612;1530;PENDIENTE
1720000040;1028;20241210;0930;PENDIENTE
1720000025;1046;20241218;1200;PENDIENTE
1720000187;1059;20250703;0930;CANCELADA
1720000097;1011;20250719;1230;PENDIENTE
1720000159;1047;20240715;0900;PENDIENTE
1720000059;1099;20241023;0900;CANCELADA
1720000026;1049;20241011;1600;PENDIENTE
1720000094;1021;20250114;1430;PENDIENTE
1720000069;1090;20240314;1030;PENDIENTE
1720000063;1021;20250418;1500;PENDIENTE
1720000164;1089;20250724;1130;PENDIENTE
1720000197;1100;20240227;1130;PENDIENTE
1720000081;1052;20241001;0900;PENDIENTE
1720000146;1092;20241118;1100;PENDIENTE
1720000102;1083;20250414;1000;PENDIENTE
1720000064;1096;20250728;1200;PENDIENTE
1720000110;1075;20250212;1430;PENDIENTE
1720000036;1066;20250520;0900;PENDIENTE
1720000029;1020;20240612;1530;PENDIENTE
1720000099;1049;20250424;1200;CANCELADA
1720000003;1088;20240427;1200;PENDIENTE
1720000088;1015;20241027;1530;PENDIENTE
1720000001;1093;20240926;1030;PENDIENTE
1720000028;1081;20241101;1100;PENDIENTE
1720000196;1021;20250706;0800;PENDIENTE
1720000126;1003;20240424;1430;CANCELADA
1720000079;1031;20240229;1130;CANCELADA
1720000021;1011;20250512;0900;CANCELADA
1720000137;1099;20240508;1000;PENDIENTE
1720000141;1022;20240928;1530;CANCELADA
1720000139;1097;20240724;1230;PENDIENTE
1720000172;1084;20250117;1600;CANCELADA
1720000116;1016;20240910;1130;PENDIENTE
1720000006;1076;20250721;1130;PENDIENTE
1720000002;1010;20240301;1130;PENDIENTE
1720000009;1043;20240313;1130;PENDIENTE
1720000125;1028;20250706;1000;PENDIENTE
1720000147;1074;20250429;1130;PENDIENTE
1720000105;1025;20240406;0930;PENDIENTE
1720000091;1055;20250224;1600;CANCELADA
1720000014;1087;20240410;0830;PENDIENTE
1720000087;1014;20240911;1100;PENDIENTE
1720000115;1018;20250308;1030;PENDIENTE
1720000064;1010;20250329;0930;PENDIENTE
1720000139;1002;20240405;1130;PENDIENTE
1720000125;1062;20240806;1500;CANCELADA
1720000043;1049;20240103;1500;PENDIENTE
1720000117;1037;20250309;1630;PENDIENTE
1720000076;1028;20240229;0830;PENDIENTE
1720000015;1007;20250503;1030;PENDIENTE
1720000131;1011;20240709;0900;PENDIENTE
1720000173;1031;20250217;0930;CANCELADA
1720000146;1032;20240210;0900;PENDIENTE
1720000150;1073;20250619;1400;CANCELADA
1720000053;1086;20241117;1130;PENDIENTE
1720000034;1086;20241103;1600;PENDIENTE
1720000193;1010;20240110;1600;PENDIENTE
1720000145;1013;20240316;1100;PENDIENTE
1720000034;1045;20240311;1130;PENDIENTE
1720000041;1057;20250710;1230;PENDIENTE
1720000168;1068;20240109;1230;CANCELADA
1720000027;1018;20240927;0930;CANCELADA
1720000191;1071;20240608;1200;PENDIENTE
1720000054;1092;20241217;1100;PENDIENTE
1720000068;1065;20250515;1200;CANCELADA
1720000014;1012;20250309;1200;PENDIENTE
1720000086;1099;20240513;1200;PENDIENTE
1720000114;1071;20250313;0800;PENDIENTE
1720000177;1020;20250712;0830;PENDIENTE
1720000150;1071;20240531;1530;PENDIENTE
1720000079;1047;20240210;1430;PENDIENTE
1720000064;1086;20240415;1430;PENDIENTE
1720000105;1080;20240607;1130;CANCELADA
1720000046;1053;20240126;1030;PENDIENTE
1720000086;1053;20240911;1200;PENDIENTE
1720000180;1014;20250126;0830;CANCELADA
1720000057;1026;20250416;1430;PENDIENTE
1720000059;1029;20240125;1100;PENDIENTE
1720000072;1009;20241012;1430;PENDIENTE
1720000103;1087;20250703;1400;CANCELADA
1720000030;1034;20240701;1200;PENDIENTE
1720000153;1056;20241219;1400;PENDIENTE
1720000131;1015;20250129;1100;PENDIENTE
1720000182;1056;20240102;1100;PENDIENTE
1720000018;1086;20241204;1400;PENDIENTE
1720000032;1093;20241103;1230;PENDIENTE
1720000084;1052;20241029;1000;PENDIENTE
1720000171;1049;20240627;1230;PENDIENTE
1720000001;1039;20241020;1100;PENDIENTE
1720000149;1078;20241125;1600;PENDIENTE
1720000173;1028;20250607;1630;PENDIENTE
1720000189;1022;20240327;1230;PENDIENTE
1720000163;1080;20241209;0900;PENDIENTE
1720000193;1031;20241113;1130;PENDIENTE
1720000038;1004;20240217;1130;CANCELADA
1720000157;1099;20240315;1600;PENDIENTE
1720000162;1074;20240718;1500;PENDIENTE
1720000063;1019;20240106;0930;PENDIENTE
1720000057;1023;20250614;1600;PENDIENTE
1720000064;1016;20250412;1000;PENDIENTE
1720000171;1068;20250726;1400;CANCELADA
1720000114;1079;20250531;1530;PENDIENTE
1720000141;1058;20240611;1630;PENDIENTE
1720000193;1032;20241010;1630;PENDIENTE
1720000071;1057;20240320;1230;PENDIENTE
1720000086;1041;20250707;0900;PENDIENTE
1720000060;1050;20240605;1100;PENDIENTE
1720000105;1043;20250709;1600;PENDIENTE
1720000053;1054;20250202;0800;CANCELADA
1720000196;1074;20250124;1630;PENDIENTE
1720000091;1039;20250203;1530;PENDIENTE
1720000189;1070;20240813;1630;PENDIENTE
1720000112;1063;20240130;1500;PENDIENTE
1720000174;1052;20240618;1600;CANCELADA
1720000160;1069;20240128;1500;PENDIENTE
1720000170;1004;20240326;1530;PENDIENTE
1720000119;1024;20240221;1200;PENDIENTE
1720000055;1059;20241130;1400;PENDIENTE
1720000098;1036;20250307;1200;PENDIENTE
1720000121;1003;20250706;0830;CANCELADA
1720000090;1029;20240311;0830;PENDIENTE
1720000064;1026;20240121;1000;PENDIENTE
1720000122;1086;20240427;1100;PENDIENTE
1720000066;1099;20250112;1030;PENDIENTE
1720000192;1092;20240427;1030;CANCELADA
1720000028;1075;20240127;1230;PENDIENTE
1720000097;1051;20240722;0900;PENDIENTE
1720000161;1032;20240414;1230;CANCELADA
1720000154;1016;20240212;1430;PENDIENTE
1720000170;1048;20240311;1400;PENDIENTE
1720000108;1063;20240418;1530;CANCELADA
1720000163;1059;20240605;1530;PENDIENTE
1720000134;1084;20241003;1630;PENDIENTE
1720000188;1076;20241001;1400;CANCELADA
1720000023;1036;20250406;1130;PENDIENTE
1720000146;1079;20250123;1400;PENDIENTE
1720000084;1024;20250514;1100;PENDIENTE
1720000067;1044;20241013;1200;PENDIENTE
1720000133;1025;20240328;1130;PENDIENTE
1720000126;1072;20240903;1630;PENDIENTE
1720000126;1058;20240118;0900;PENDIENTE
1720000104;1089;20240906;1230;PENDIENTE
1720000095;1061;20250720;1430;PENDIENTE
1720000191;1071;20241204;1430;PENDIENTE
1720000070;1040;20240914;1130;PENDIENTE
1720000050;1041;20240502;1030;PENDIENTE
1720000190;1062;20241010;1230;CANCELADA
1720000050;1038;20240820;1430;PENDIENTE
1720000004;1091;20250630;1000;PENDIENTE
1720000014;1071;20241026;1000;PENDIENTE
1720000193;1063;20240415;0800;PENDIENTE
1720000121;1062;20250327;1400;PENDIENTE
1720000014;1033;20250504;0930;PENDIENTE
1720000103;1063;20240316;0830;PENDIENTE
1720000145;1039;20240328;1130;PENDIENTE
1720000196;1054;20240819;1500;PENDIENTE
1720000114;1039;20250315;1230;PENDIENTE
1720000016;1079;20240411;1100;PENDIENTE
1720000068;1085;20240324;1030;PENDIENTE
1720000142;1010;20240609;0800;PENDIENTE
1720000177;1077;20250426;1230;PENDIENTE
1720000074;1091;20241016;1600;PENDIENTE
1720000060;1034;20240721;1530;PENDIENTE
1720000058;1083;20240601;1200;PENDIENTE
1720000019;1008;20240618;1230;PENDIENTE
1720000146;1037;20250325;0930;PENDIENTE
1720000078;1090;20250216;1200;PENDIENTE
1720000127;1057;20240323;0830;CANCELADA
1720000189;1042;20240913;0800;PENDIENTE
1720000173;1074;20240122;1200;PENDIENTE
1720000196;1097;20240628;1630;PENDIENTE
1720000114;1036;20240704;1530;PENDIENTE
1720000126;1012;20250426;1430;PENDIENTE
1720000083;1086;20240417;1030;PENDIENTE
1720000178;1064;20241022;1500;PENDIENTE
1720000141;1005;20250410;0900;PENDIENTE
1720000083;1015;20250217;0800;PENDIENTE
1720000139;1060;20250227;0830;PENDIENTE
1720000093;1080;20250525;1600;PENDIENTE
1720000053;1035;20250716;1000;CANCELADA
1720000113;1090;20250511;0930;PENDIENTE
1720000162;1078;20240902;1030;PENDIENTE
1720000004;1071;20250221;0900;PENDIENTE
1720000030;1060;20240430;1000;PENDIENTE
1720000184;1038;20250605;1200;PENDIENTE
1720000124;1061;20240906;1600;PENDIENTE
1720000099;1025;20250604;1000;CANCELADA
1720000071;1099;20250228;1400;CANCELADA
1720000130;1035;20240103;1230;PENDIENTE
1720000151;1075;20250516;1000;PENDIENTE
1720000124;1045;20241206;1500;PENDIENTE
1720000083;1025;20240901;1500;PENDIENTE
1720000199;1053;20240214;1400;PENDIENTE
1720000181;1049;20250130;1000;PENDIENTE
1720000010;1017;20250529;1400;CANCELADA
1720000113;1013;20250622;1600;PENDIENTE
1720000037;1053;20240607;0900;PENDIENTE
1720000068;1044;20250211;0900;CANCELADA
1720000173;1069;20250124;1400;PENDIENTE
1720000195;1063;20250708;0830;PENDIENTE
1720000061;1081;20241021;1130;PENDIENTE
1720000112;1013;20240412;1600;PENDIENTE
1720000077;1004;20240217;1400;PENDIENTE
1720000076;1046;20250118;1530;PENDIENTE
1720000136;1053;20240703;1030;PENDIENTE
1720000157;1049;20240903;1630;CANCELADA
1720000037;1030;20250417;1200;PENDIENTE
1720000171;1002;20250421;1230;PENDIENTE
1720000041;1010;20250328;1430;CANCELADA
1720000077;1082;20250310;1200;PENDIENTE
1720000078;1026;20250128;1630;PENDIENTE
1720000098;1074;20250102;1230;CANCELADA
1720000076;1003;20250209;1200;PENDIENTE
1720000176;1100;20240220;1630;PENDIENTE
1720000074;1100;20240823;1430;PENDIENTE
1720000049;1080;20240913;1000;PENDIENTE
1720000161;1083;20240210;1230;PENDIENTE
1720000009;1075;20250108;1000;PENDIENTE
1720000076;1042;20250301;1030;PENDIENTE
1720000139;1047;20250627;1200;PENDIENTE
1720000066;1062;20241029;1400;PENDIENTE
1720000120;1010;20240524;1130;CANCELADA
1720000186;1087;20250210;1430;PENDIENTE
1720000102;1002;20240927;0930;PENDIENTE
1720000173;1096;20240925;1500;PENDIENTE
1720000096;1014;20240827;1630;PENDIENTE
1720000144;1042;20240814;0900;PENDIENTE
1720000119;1090;20241105;1530;PENDIENTE
1720000012;1005;20241107;1630;PENDIENTE
1720000061;1069;20240518;1500;PENDIENTE
1720000172;1096;20250707;1530;PENDIENTE
1720000187;1020;20250228;0930;PENDIENTE
1720000158;1053;20241013;0830;PENDIENTE
1720000056;1057;20250331;1130;CANCELADA
1720000026;1088;20250111;1430;PENDIENTE
1720000071;1025;20240505;1600;PENDIENTE
1720000055;1083;20240122;0830;PENDIENTE
1720000063;1017;20250801;1100;PENDIENTE
1720000196;1071;20240731;1100;PENDIENTE
1720000060;1043;20240531;0800;PENDIENTE
1720000038;1017;20250707;1200;PENDIENTE
1720000029;1085;20240127;1000;PENDIENTE
1720000061;1076;20241127;0800;PENDIENTE
1720000014;1017;20250307;0930;PENDIENTE
1720000122;1058;20250105;0930;PENDIENTE
1720000057;1079;20240214;1230;PENDIENTE
1720000008;1008;20250505;1500;PENDIENTE
1720000028;1063;20250330;0900;CANCELADA
1720000083;1078;20240531;0900;PENDIENTE
1720000160;1082;20250715;1400;PENDIENTE
1720000153;1068;20241028;1600;PENDIENTE
1720000111;1013;20240427;1100;PENDIENTE
1720000059;1053;20241213;1600;PENDIENTE
1720000187;1013;20241116;1530;PENDIENTE
1720000066;1048;20240605;1630;PENDIENTE
1720000022;1012;20250318;0930;PENDIENTE
1720000096;1017;20250723;0830;PENDIENTE
1720000144;1072;20241203;0930;PENDIENTE
1720000171;1097;20250309;0830;CANCELADA
1720000154;1040;20241226;0930;PENDIENTE
1720000055;1020;20250508;1130;PENDIENTE
1720000090;1072;20250111;0930;PENDIENTE
1720000147;1029;20250315;0800;PENDIENTE
1720000169;1089;20240930;0800;PENDIENTE
1720000180;1098;20241112;1400;PENDIENTE
1720000047;1019;20250214;0900;PENDIENTE
1720000163;1004;20240403;1100;PENDIENTE
1720000117;1044;20240610;1430;PENDIENTE
1720000084;1100;20240327;0830;PENDIENTE
1720000194;1080;20240220;0900;PENDIENTE
1720000170;1055;20250512;1600;PENDIENTE
1720000056;1097;20250608;0930;PENDIENTE
1720000029;1037;20250513;1230;PENDIENTE
1720000102;1077;20240226;0800;PENDIENTE
1720000055;1099;20240520;1200;PENDIENTE
1720000031;1001;20250524;1530;PENDIENTE
1720000098;1069;20240823;1430;PENDIENTE
1720000190;1006;20250322;0800;PENDIENTE
1720000020;1041;20250315;1500;PENDIENTE
1720000107;1038;20240427;1500;PENDIENTE
1720000084;1022;20250416;1430;PENDIENTE
1720000028;1032;20250322;1500;PENDIENTE
1720000102;1040;20241213;1130;PENDIENTE
1720000044;1010;20250606;0930;PENDIENTE
1720000050;1100;20241223;1430;PENDIENTE
1720000166;1019;20240829;0930;PENDIENTE
1720000051;1023;20240605;0900;PENDIENTE
1720000198;1081;20250520;1600;PENDIENTE
1720000195;1075;20250404;1400;CANCELADA
1720000161;1041;20240603;1600;PENDIENTE
1720000114;1081;20241106;1200;PENDIENTE
1720000091;1065;20240316;1230;PENDIENTE
1720000010;1008;20250112;1230;PENDIENTE
1720000024;1079;20250603;1500;PENDIENTE
1720000142;1095;20240212;1600;CANCELADA
1720000147;1084;20240711;1400;PENDIENTE
1720000129;1020;20240304;1600;PENDIENTE
1720000088;1092;20240327;1030;PENDIENTE
1720000182;1057;20250325;1030;PENDIENTE
1720000073;1050;20250222;1400;PENDIENTE
1720000014;1081;20241208;0900;PENDIENTE
1720000143;1087;20250130;1230;PENDIENTE
1720000169;1078;20240602;1400;PENDIENTE
1720000170;1019;20241224;1230;CANCELADA
1720000179;1085;20250205;1000;PENDIENTE
1720000022;1040;20250726;1500;PENDIENTE
1720000085;1017;20250623;0900;PENDIENTE
1720000109;1066;20250105;0800;PENDIENTE
1720000047;1028;20241215;1630;PENDIENTE
1720000036;1020;20240320;1230;PENDIENTE
1720000026;1065;20250706;0830;PENDIENTE
1720000197;1080;20240514;1500;PENDIENTE
1720000047;1089;20240618;1600;PENDIENTE
1720000094;1087;20240831;1600;PENDIENTE
1720000193;1096;20250404;1130;PENDIENTE
1720000080;1061;20240717;1430;PENDIENTE
1720000147;1057;20250417;1230;PENDIENTE
1720000129;1068;20250304;1030;PENDIENTE
1720000155;1018;20240913;0830;PENDIENTE
1720000096;1071;20240415;0930;PENDIENTE
1720000196;1021;20241006;1600;CANCELADA
1720000038;1056;20240403;1130;PENDIENTE
1720000090;1004;20250228;0830;PENDIENTE
1720000096;1031;20250130;0900;PENDIENTE
1720000008;1041;20240411;1400;PENDIENTE
1720000036;1005;20241020;1630;PENDIENTE
1720000036;1098;20250425;1600;PENDIENTE
1720000021;1003;20240919;1100;PENDIENTE
1720000141;1094;20250624;1530;PENDIENTE
1720000074;1031;20241104;0930;PENDIENTE
1720000108;1082;20250413;0900;PENDIENTE
1720000128;1077;20250702;0800;PENDIENTE
1720000148;1031;20240527;1230;PENDIENTE
1720000158;1046;20240903;1530;PENDIENTE
1720000172;1011;20250620;1430;PENDIENTE
1720000135;1070;20250603;0800;PENDIENTE
1720000121;1006;20250131;1430;PENDIENTE
1720000005;1046;20240310;1430;PENDIENTE
1720000169;1081;20240416;1400;PENDIENTE
1720000091;1070;20241212;1030;PENDIENTE
1720000176;1060;20250505;1030;PENDIENTE
1720000017;1092;20250413;0830;PENDIENTE
1720000012;1026;20240212;1400;CANCELADA
1720000132;1051;20250710;1630;PENDIENTE
1720000193;1083;20240714;1230;PENDIENTE
1720000200;1007;20241205;1200;PENDIENTE
1720000095;1056;20250213;1600;CANCELADA
1720000099;1044;20240710;1630;PENDIENTE
1720000095;1067;20240930;0900;PENDIENTE
1720000021;1056;20240703;1230;PENDIENTE
1720000021;1042;20241029;1230;PENDIENTE
1720000184;1055;20240619;1600;PENDIENTE
1720000011;1094;20241227;1530;PENDIENTE
1720000015;1010;20250219;1430;PENDIENTE
1720000192;1087;20240612;0800;PENDIENTE
1720000156;1087;20250324;0830;PENDIENTE
1720000061;1100;20250110;1430;PENDIENTE
1720000146;1005;20240606;1600;CANCELADA
1720000096;1057;20240319;1000;PENDIENTE
1720000102;1041;20241012;1130;CANCELADA
1720000007;1095;20240709;1630;PENDIENTE
1720000144;1016;20240925;1200;PENDIENTE
1720000055;1079;20241019;1630;PENDIENTE
1720000035;1010;20250407;1030;CANCELADA
1720000114;1012;20241123;1430;PENDIENTE
1720000141;1070;20241024;1230;CANCELADA
